250,Match22,atYear,1882
251,Match22,homeScores,5
252,Match22,awayScores,3
253,TeamScotland,isHomeTeam,Match23
254,TeamWales,isAwayTeam,Match23
255,TeamScotland,winnerOf,Match23
256,TeamWales,loserOf,Match23
257,Match23,inTournament,TournamentFriendly
258,Match23,inCity,CityGlasgow
259,Match23,inCountry,CountryScotland
260,Match23,isNeutral,False
261,Match23,atYear,1882
262,Match23,homeScores,5
263,Match23,awayScores,0
264,TeamEngland,isHomeTeam,Match24
265,TeamWales,isAwayTeam,Match24
266,TeamEngland,winnerOf,Match24
267,TeamWales,loserOf,Match24
268,Match24,inTournament,TournamentFriendly
269,Match24,inCity,CityLondon
270,Match24,inCountry,CountryEngland
271,Match24,isNeutral,False
272,Match24,atYear,1883
273,Match24,homeScores,5
274,Match24,awayScores,0
275,TeamEngland,isHomeTeam,Match25
276,TeamNorthernIreland,isAwayTeam,Match25
277,TeamEngland,winnerOf,Match25
278,TeamNorthernIreland,loserOf,Match25
279,Match25,inTournament,TournamentFriendly
280,Match25,inCity,CityLiverpool
281,Match25,inCountry,CountryEngland
282,Match25,isNeutral,False
283,Match25,atYear,1883
284,Match25,homeScores,7
285,Match25,awayScores,0
286,TeamEngland,isHomeTeam,Match26
287,TeamScotland,isAwayTeam,Match26
288,TeamEngland,loserOf,Match26
289,TeamScotland,winnerOf,Match26
290,Match26,inTournament,TournamentFriendly
291,Match26,inCity,CitySheffield
292,Match26,inCountry,CountryEngland
293,Match26,isNeutral,False
294,Match26,atYear,1883
295,Match26,homeScores,2
296,Match26,awayScores,3
297,TeamWales,isHomeTeam,Match27
298,TeamScotland,isAwayTeam,Match27
299,TeamWales,loserOf,Match27
300,TeamScotland,winnerOf,Match27
301,Match27,inTournament,TournamentFriendly
302,Match27,inCity,CityWrexham
303,Match27,inCountry,CountryWales
304,Match27,isNeutral,False
305,Match27,atYear,1883
306,Match27,homeScores,0
307,Match27,awayScores,3
308,TeamNorthernIreland,isHomeTeam,Match28
309,TeamWales,isAwayTeam,Match28
310,TeamNorthernIreland,draws,Match28
311,TeamWales,draws,Match28
312,Match28,inTournament,TournamentFriendly
313,Match28,inCity,CityBelfast
314,Match28,inCountry,CountryRepublicOfIreland
315,Match28,isNeutral,False
316,Match28,atYear,1883
317,Match28,homeScores,1
318,Match28,awayScores,1
319,TeamNorthernIreland,isHomeTeam,Match29
320,TeamScotland,isAwayTeam,Match29
321,TeamNorthernIreland,loserOf,Match29
322,TeamScotland,winnerOf,Match29
323,Match29,inTournament,TournamentBritishChampionship
324,Match29,inCity,CityBelfast
325,Match29,inCountry,CountryRepublicOfIreland
326,Match29,isNeutral,False
327,Match29,atYear,1884
328,Match29,homeScores,0
329,Match29,awayScores,5
330,TeamWales,isHomeTeam,Match30
331,TeamNorthernIreland,isAwayTeam,Match30
332,TeamWales,winnerOf,Match30
333,TeamNorthernIreland,loserOf,Match30
334,Match30,inTournament,TournamentBritishChampionship
335,Match30,inCity,CityWrexham
336,Match30,inCountry,CountryWales
337,Match30,isNeutral,False
338,Match30,atYear,1884
339,Match30,homeScores,6
340,Match30,awayScores,0
341,TeamNorthernIreland,isHomeTeam,Match31
342,TeamEngland,isAwayTeam,Match31
343,TeamNorthernIreland,loserOf,Match31
344,TeamEngland,winnerOf,Match31
345,Match31,inTournament,TournamentBritishChampionship
346,Match31,inCity,CityBelfast
347,Match31,inCountry,CountryRepublicOfIreland
348,Match31,isNeutral,False
349,Match31,atYear,1884
350,Match31,homeScores,1
351,Match31,awayScores,8
352,TeamScotland,isHomeTeam,Match32
353,TeamEngland,isAwayTeam,Match32
354,TeamScotland,winnerOf,Match32
355,TeamEngland,loserOf,Match32
356,Match32,inTournament,TournamentBritishChampionship
357,Match32,inCity,CityGlasgow
358,Match32,inCountry,CountryScotland
359,Match32,isNeutral,False
360,Match32,atYear,1884
361,Match32,homeScores,1
362,Match32,awayScores,0
363,TeamWales,isHomeTeam,Match33
364,TeamEngland,isAwayTeam,Match33
365,TeamWales,loserOf,Match33
366,TeamEngland,winnerOf,Match33
367,Match33,inTournament,TournamentBritishChampionship
368,Match33,inCity,CityWrexham
369,Match33,inCountry,CountryWales
370,Match33,isNeutral,False
371,Match33,atYear,1884
372,Match33,homeScores,0
373,Match33,awayScores,4
374,TeamScotland,isHomeTeam,Match34
375,TeamWales,isAwayTeam,Match34
376,TeamScotland,winnerOf,Match34
377,TeamWales,loserOf,Match34
378,Match34,inTournament,TournamentBritishChampionship
379,Match34,inCity,CityGlasgow
380,Match34,inCountry,CountryScotland
381,Match34,isNeutral,False
382,Match34,atYear,1884
383,Match34,homeScores,4
384,Match34,awayScores,1
385,TeamEngland,isHomeTeam,Match35
386,TeamNorthernIreland,isAwayTeam,Match35
387,TeamEngland,winnerOf,Match35
388,TeamNorthernIreland,loserOf,Match35
389,Match35,inTournament,TournamentBritishChampionship
390,Match35,inCity,CityManchester
391,Match35,inCountry,CountryEngland
392,Match35,isNeutral,False
393,Match35,atYear,1885
394,Match35,homeScores,4
395,Match35,awayScores,0
396,TeamEngland,isHomeTeam,Match36
397,TeamWales,isAwayTeam,Match36
398,TeamEngland,draws,Match36
399,TeamWales,draws,Match36
400,Match36,inTournament,TournamentBritishChampionship
401,Match36,inCity,CityBlackburn
402,Match36,inCountry,CountryEngland
403,Match36,isNeutral,False
404,Match36,atYear,1885
405,Match36,homeScores,1
406,Match36,awayScores,1
407,TeamScotland,isHomeTeam,Match37
408,TeamNorthernIreland,isAwayTeam,Match37
409,TeamScotland,winnerOf,Match37
410,TeamNorthernIreland,loserOf,Match37
411,Match37,inTournament,TournamentBritishChampionship
412,Match37,inCity,CityGlasgow
413,Match37,inCountry,CountryScotland
414,Match37,isNeutral,False
415,Match37,atYear,1885
416,Match37,homeScores,8
417,Match37,awayScores,2
418,TeamEngland,isHomeTeam,Match38
419,TeamScotland,isAwayTeam,Match38
420,TeamEngland,draws,Match38
421,TeamScotland,draws,Match38
422,Match38,inTournament,TournamentBritishChampionship
423,Match38,inCity,CityLondon
424,Match38,inCountry,CountryEngland
425,Match38,isNeutral,False
426,Match38,atYear,1885
427,Match38,homeScores,1
428,Match38,awayScores,1
429,TeamWales,isHomeTeam,Match39
430,TeamScotland,isAwayTeam,Match39
431,TeamWales,loserOf,Match39
432,TeamScotland,winnerOf,Match39
433,Match39,inTournament,TournamentBritishChampionship
434,Match39,inCity,CityWrexham
435,Match39,inCountry,CountryWales
436,Match39,isNeutral,False
437,Match39,atYear,1885
438,Match39,homeScores,1
439,Match39,awayScores,8
440,TeamNorthernIreland,isHomeTeam,Match40
441,TeamWales,isAwayTeam,Match40
442,TeamNorthernIreland,loserOf,Match40
443,TeamWales,winnerOf,Match40
444,Match40,inTournament,TournamentBritishChampionship
445,Match40,inCity,CityBelfast
446,Match40,inCountry,CountryRepublicOfIreland
447,Match40,isNeutral,False
448,Match40,atYear,1885
449,Match40,homeScores,2
450,Match40,awayScores,8
451,TeamUnitedStates,isHomeTeam,Match41
452,TeamCanada,isAwayTeam,Match41
453,TeamUnitedStates,loserOf,Match41
454,TeamCanada,winnerOf,Match41
455,Match41,inTournament,TournamentFriendly
456,Match41,inCity,CityNewark
457,Match41,inCountry,CountryUnitedStates
458,Match41,isNeutral,False
459,Match41,atYear,1885
460,Match41,homeScores,0
461,Match41,awayScores,1
462,TeamWales,isHomeTeam,Match42
463,TeamNorthernIreland,isAwayTeam,Match42
464,TeamWales,winnerOf,Match42
465,TeamNorthernIreland,loserOf,Match42
466,Match42,inTournament,TournamentBritishChampionship
467,Match42,inCity,CityWrexham
468,Match42,inCountry,CountryWales
469,Match42,isNeutral,False
470,Match42,atYear,1886
471,Match42,homeScores,5
472,Match42,awayScores,0
473,TeamNorthernIreland,isHomeTeam,Match43
474,TeamEngland,isAwayTeam,Match43
475,TeamNorthernIreland,loserOf,Match43
476,TeamEngland,winnerOf,Match43
477,Match43,inTournament,TournamentBritishChampionship
478,Match43,inCity,CityBelfast
479,Match43,inCountry,CountryRepublicOfIreland
480,Match43,isNeutral,False
481,Match43,atYear,1886
482,Match43,homeScores,1
483,Match43,awayScores,6
484,TeamNorthernIreland,isHomeTeam,Match44
485,TeamScotland,isAwayTeam,Match44
486,TeamNorthernIreland,loserOf,Match44
487,TeamScotland,winnerOf,Match44
488,Match44,inTournament,TournamentBritishChampionship
489,Match44,inCity,CityBelfast
490,Match44,inCountry,CountryRepublicOfIreland
491,Match44,isNeutral,False
492,Match44,atYear,1886
493,Match44,homeScores,2
494,Match44,awayScores,7
495,TeamScotland,isHomeTeam,Match45
496,TeamEngland,isAwayTeam,Match45
497,TeamScotland,draws,Match45
498,TeamEngland,draws,Match45
499,Match45,inTournament,TournamentBritishChampionship
500,Match45,inCity,CityGlasgow
501,Match45,inCountry,CountryScotland
502,Match45,isNeutral,False
503,Match45,atYear,1886
504,Match45,homeScores,1
505,Match45,awayScores,1
506,TeamWales,isHomeTeam,Match46
507,TeamEngland,isAwayTeam,Match46
508,TeamWales,loserOf,Match46
509,TeamEngland,winnerOf,Match46
510,Match46,inTournament,TournamentBritishChampionship
511,Match46,inCity,CityWrexham
512,Match46,inCountry,CountryWales
513,Match46,isNeutral,False
514,Match46,atYear,1886
515,Match46,homeScores,1
516,Match46,awayScores,3
517,TeamScotland,isHomeTeam,Match47
518,TeamWales,isAwayTeam,Match47
519,TeamScotland,winnerOf,Match47
520,TeamWales,loserOf,Match47
521,Match47,inTournament,TournamentBritishChampionship
522,Match47,inCity,CityGlasgow
523,Match47,inCountry,CountryScotland
524,Match47,isNeutral,False
525,Match47,atYear,1886
526,Match47,homeScores,4
527,Match47,awayScores,1
528,TeamUnitedStates,isHomeTeam,Match48
529,TeamCanada,isAwayTeam,Match48
530,TeamUnitedStates,winnerOf,Match48
531,TeamCanada,loserOf,Match48
532,Match48,inTournament,TournamentFriendly
533,Match48,inCity,CityNewark
534,Match48,inCountry,CountryUnitedStates
535,Match48,isNeutral,False
536,Match48,atYear,1886
537,Match48,homeScores,3
538,Match48,awayScores,2
539,TeamEngland,isHomeTeam,Match49
540,TeamNorthernIreland,isAwayTeam,Match49
541,TeamEngland,winnerOf,Match49
542,TeamNorthernIreland,loserOf,Match49
543,Match49,inTournament,TournamentBritishChampionship
544,Match49,inCity,CitySheffield
545,Match49,inCountry,CountryEngland
546,Match49,isNeutral,False
547,Match49,atYear,1887
548,Match49,homeScores,7
549,Match49,awayScores,0
550,TeamScotland,isHomeTeam,Match50
551,TeamNorthernIreland,isAwayTeam,Match50
552,TeamScotland,winnerOf,Match50
553,TeamNorthernIreland,loserOf,Match50
554,Match50,inTournament,TournamentBritishChampionship
555,Match50,inCity,CityGlasgow
556,Match50,inCountry,CountryScotland
557,Match50,isNeutral,False
558,Match50,atYear,1887
559,Match50,homeScores,4
560,Match50,awayScores,1
561,TeamEngland,isHomeTeam,Match51
562,TeamWales,isAwayTeam,Match51
563,TeamEngland,winnerOf,Match51
564,TeamWales,loserOf,Match51
565,Match51,inTournament,TournamentBritishChampionship
566,Match51,inCity,CityLondon
567,Match51,inCountry,CountryEngland
568,Match51,isNeutral,False
569,Match51,atYear,1887
570,Match51,homeScores,4
571,Match51,awayScores,0
572,TeamNorthernIreland,isHomeTeam,Match52
573,TeamWales,isAwayTeam,Match52
574,TeamNorthernIreland,winnerOf,Match52
575,TeamWales,loserOf,Match52
576,Match52,inTournament,TournamentBritishChampionship
577,Match52,inCity,CityBelfast
578,Match52,inCountry,CountryRepublicOfIreland
579,Match52,isNeutral,False
580,Match52,atYear,1887
581,Match52,homeScores,4
582,Match52,awayScores,1
583,TeamEngland,isHomeTeam,Match53
584,TeamScotland,isAwayTeam,Match53
585,TeamEngland,loserOf,Match53
586,TeamScotland,winnerOf,Match53
587,Match53,inTournament,TournamentBritishChampionship
588,Match53,inCity,CityBlackburn
589,Match53,inCountry,CountryEngland
590,Match53,isNeutral,False
591,Match53,atYear,1887
592,Match53,homeScores,2
593,Match53,awayScores,3
594,TeamWales,isHomeTeam,Match54
595,TeamScotland,isAwayTeam,Match54
596,TeamWales,loserOf,Match54
597,TeamScotland,winnerOf,Match54
598,Match54,inTournament,TournamentBritishChampionship
599,Match54,inCity,CityWrexham
600,Match54,inCountry,CountryWales
601,Match54,isNeutral,False
602,Match54,atYear,1887
603,Match54,homeScores,0
604,Match54,awayScores,2
605,TeamEngland,isHomeTeam,Match55
606,TeamWales,isAwayTeam,Match55
607,TeamEngland,winnerOf,Match55
608,TeamWales,loserOf,Match55
609,Match55,inTournament,TournamentBritishChampionship
610,Match55,inCity,CityCrewe
611,Match55,inCountry,CountryEngland
612,Match55,isNeutral,False
613,Match55,atYear,1888
614,Match55,homeScores,5
615,Match55,awayScores,1
616,TeamWales,isHomeTeam,Match56
617,TeamNorthernIreland,isAwayTeam,Match56
618,TeamWales,winnerOf,Match56
619,TeamNorthernIreland,loserOf,Match56
620,Match56,inTournament,TournamentBritishChampionship
621,Match56,inCity,CityWrexham
622,Match56,inCountry,CountryWales
623,Match56,isNeutral,False
624,Match56,atYear,1888
625,Match56,homeScores,11
626,Match56,awayScores,0
627,TeamScotland,isHomeTeam,Match57
628,TeamWales,isAwayTeam,Match57
629,TeamScotland,winnerOf,Match57
630,TeamWales,loserOf,Match57
631,Match57,inTournament,TournamentBritishChampionship
632,Match57,inCity,CityEdinburgh
633,Match57,inCountry,CountryScotland
634,Match57,isNeutral,False
635,Match57,atYear,1888
636,Match57,homeScores,5
637,Match57,awayScores,1
638,TeamScotland,isHomeTeam,Match58
639,TeamEngland,isAwayTeam,Match58
640,TeamScotland,loserOf,Match58
641,TeamEngland,winnerOf,Match58
642,Match58,inTournament,TournamentBritishChampionship
643,Match58,inCity,CityGlasgow
644,Match58,inCountry,CountryScotland
645,Match58,isNeutral,False
646,Match58,atYear,1888
647,Match58,homeScores,0
648,Match58,awayScores,5
649,TeamNorthernIreland,isHomeTeam,Match59
650,TeamScotland,isAwayTeam,Match59
651,TeamNorthernIreland,loserOf,Match59
652,TeamScotland,winnerOf,Match59
653,Match59,inTournament,TournamentBritishChampionship
654,Match59,inCity,CityBelfast
655,Match59,inCountry,CountryRepublicOfIreland
656,Match59,isNeutral,False
657,Match59,atYear,1888
658,Match59,homeScores,2
659,Match59,awayScores,10
660,TeamNorthernIreland,isHomeTeam,Match60
661,TeamEngland,isAwayTeam,Match60
662,TeamNorthernIreland,loserOf,Match60
663,TeamEngland,winnerOf,Match60
664,Match60,inTournament,TournamentBritishChampionship
665,Match60,inCity,CityBelfast
666,Match60,inCountry,CountryRepublicOfIreland
667,Match60,isNeutral,False
668,Match60,atYear,1888
669,Match60,homeScores,1
670,Match60,awayScores,5
671,TeamScotland,isHomeTeam,Match61
672,TeamCanada,isAwayTeam,Match61
673,TeamScotland,winnerOf,Match61
674,TeamCanada,loserOf,Match61
675,Match61,inTournament,TournamentFriendly
676,Match61,inCity,CityGlasgow
677,Match61,inCountry,CountryScotland
678,Match61,isNeutral,False
679,Match61,atYear,1888
680,Match61,homeScores,4
681,Match61,awayScores,0
682,TeamEngland,isHomeTeam,Match62
683,TeamWales,isAwayTeam,Match62
684,TeamEngland,winnerOf,Match62
685,TeamWales,loserOf,Match62
686,Match62,inTournament,TournamentBritishChampionship
687,Match62,inCity,CityStoke-On-Trent
688,Match62,inCountry,CountryEngland
689,Match62,isNeutral,False
690,Match62,atYear,1889
691,Match62,homeScores,4
692,Match62,awayScores,1
693,TeamEngland,isHomeTeam,Match63
694,TeamNorthernIreland,isAwayTeam,Match63
695,TeamEngland,winnerOf,Match63
696,TeamNorthernIreland,loserOf,Match63
697,Match63,inTournament,TournamentBritishChampionship
698,Match63,inCity,CityLiverpool
699,Match63,inCountry,CountryEngland
700,Match63,isNeutral,False
701,Match63,atYear,1889
702,Match63,homeScores,6
703,Match63,awayScores,1
704,TeamScotland,isHomeTeam,Match64
705,TeamNorthernIreland,isAwayTeam,Match64
706,TeamScotland,winnerOf,Match64
707,TeamNorthernIreland,loserOf,Match64
708,Match64,inTournament,TournamentBritishChampionship
709,Match64,inCity,CityGlasgow
710,Match64,inCountry,CountryScotland
711,Match64,isNeutral,False
712,Match64,atYear,1889
713,Match64,homeScores,7
714,Match64,awayScores,0
715,TeamEngland,isHomeTeam,Match65
716,TeamScotland,isAwayTeam,Match65
717,TeamEngland,loserOf,Match65
718,TeamScotland,winnerOf,Match65
719,Match65,inTournament,TournamentBritishChampionship
720,Match65,inCity,CityLondon
721,Match65,inCountry,CountryEngland
722,Match65,isNeutral,False
723,Match65,atYear,1889
724,Match65,homeScores,2
725,Match65,awayScores,3
726,TeamWales,isHomeTeam,Match66
727,TeamScotland,isAwayTeam,Match66
728,TeamWales,draws,Match66
729,TeamScotland,draws,Match66
730,Match66,inTournament,TournamentBritishChampionship
731,Match66,inCity,CityWrexham
732,Match66,inCountry,CountryWales
733,Match66,isNeutral,False
734,Match66,atYear,1889
735,Match66,homeScores,0
736,Match66,awayScores,0
737,TeamNorthernIreland,isHomeTeam,Match67
738,TeamWales,isAwayTeam,Match67
739,TeamNorthernIreland,loserOf,Match67
740,TeamWales,winnerOf,Match67
741,Match67,inTournament,TournamentBritishChampionship
742,Match67,inCity,CityBelfast
743,Match67,inCountry,CountryRepublicOfIreland
744,Match67,isNeutral,False
745,Match67,atYear,1889
746,Match67,homeScores,1
747,Match67,awayScores,3
748,TeamWales,isHomeTeam,Match68
749,TeamNorthernIreland,isAwayTeam,Match68
750,TeamWales,winnerOf,Match68
751,TeamNorthernIreland,loserOf,Match68
752,Match68,inTournament,TournamentBritishChampionship
753,Match68,inCity,CityShrewsbury
754,Match68,inCountry,CountryEngland
755,Match68,isNeutral,True
756,Match68,atYear,1890
757,Match68,homeScores,5
758,Match68,awayScores,2
759,TeamNorthernIreland,isHomeTeam,Match69
760,TeamEngland,isAwayTeam,Match69
761,TeamNorthernIreland,loserOf,Match69
762,TeamEngland,winnerOf,Match69
763,Match69,inTournament,TournamentBritishChampionship
764,Match69,inCity,CityBelfast
765,Match69,inCountry,CountryRepublicOfIreland
766,Match69,isNeutral,False
767,Match69,atYear,1890
768,Match69,homeScores,1
769,Match69,awayScores,9
770,TeamWales,isHomeTeam,Match70
771,TeamEngland,isAwayTeam,Match70
772,TeamWales,loserOf,Match70
773,TeamEngland,winnerOf,Match70
774,Match70,inTournament,TournamentBritishChampionship
775,Match70,inCity,CityWrexham
776,Match70,inCountry,CountryWales
777,Match70,isNeutral,False
778,Match70,atYear,1890
779,Match70,homeScores,1
780,Match70,awayScores,3
781,TeamScotland,isHomeTeam,Match71
782,TeamWales,isAwayTeam,Match71
783,TeamScotland,winnerOf,Match71
784,TeamWales,loserOf,Match71
785,Match71,inTournament,TournamentBritishChampionship
786,Match71,inCity,CityPaisley
787,Match71,inCountry,CountryScotland
788,Match71,isNeutral,False
789,Match71,atYear,1890
790,Match71,homeScores,5
791,Match71,awayScores,0
792,TeamNorthernIreland,isHomeTeam,Match72
793,TeamScotland,isAwayTeam,Match72
794,TeamNorthernIreland,loserOf,Match72
795,TeamScotland,winnerOf,Match72
796,Match72,inTournament,TournamentBritishChampionship
797,Match72,inCity,CityBelfast
798,Match72,inCountry,CountryRepublicOfIreland
799,Match72,isNeutral,False
800,Match72,atYear,1890
801,Match72,homeScores,1
802,Match72,awayScores,4
803,TeamScotland,isHomeTeam,Match73
804,TeamEngland,isAwayTeam,Match73
805,TeamScotland,draws,Match73
806,TeamEngland,draws,Match73
807,Match73,inTournament,TournamentBritishChampionship
808,Match73,inCity,CityGlasgow
809,Match73,inCountry,CountryScotland
810,Match73,isNeutral,False
811,Match73,atYear,1890
812,Match73,homeScores,1
813,Match73,awayScores,1
814,TeamNorthernIreland,isHomeTeam,Match74
815,TeamWales,isAwayTeam,Match74
816,TeamNorthernIreland,winnerOf,Match74
817,TeamWales,loserOf,Match74
818,Match74,inTournament,TournamentBritishChampionship
819,Match74,inCity,CityBelfast
820,Match74,inCountry,CountryRepublicOfIreland
821,Match74,isNeutral,False
822,Match74,atYear,1891
823,Match74,homeScores,7
824,Match74,awayScores,2
825,TeamEngland,isHomeTeam,Match75
826,TeamWales,isAwayTeam,Match75
827,TeamEngland,winnerOf,Match75
828,TeamWales,loserOf,Match75
829,Match75,inTournament,TournamentBritishChampionship
830,Match75,inCity,CitySunderland
831,Match75,inCountry,CountryEngland
832,Match75,isNeutral,False
833,Match75,atYear,1891
834,Match75,homeScores,4
835,Match75,awayScores,1
836,TeamEngland,isHomeTeam,Match76
837,TeamNorthernIreland,isAwayTeam,Match76
838,TeamEngland,winnerOf,Match76
839,TeamNorthernIreland,loserOf,Match76
840,Match76,inTournament,TournamentBritishChampionship
841,Match76,inCity,CityWolverhampton
842,Match76,inCountry,CountryEngland
843,Match76,isNeutral,False
844,Match76,atYear,1891
845,Match76,homeScores,6
846,Match76,awayScores,1
847,TeamWales,isHomeTeam,Match77
848,TeamScotland,isAwayTeam,Match77
849,TeamWales,loserOf,Match77
850,TeamScotland,winnerOf,Match77
851,Match77,inTournament,TournamentBritishChampionship
852,Match77,inCity,CityWrexham
853,Match77,inCountry,CountryWales
854,Match77,isNeutral,False
855,Match77,atYear,1891
856,Match77,homeScores,3
857,Match77,awayScores,4
858,TeamScotland,isHomeTeam,Match78
859,TeamNorthernIreland,isAwayTeam,Match78
860,TeamScotland,winnerOf,Match78
